date,crime_type,count
10/22/2007,Drugs,16
10/22/2007,Family Offense,2
10/22/2007,Homicide,1
10/22/2007,Kidnapping,3
10/22/2007,Property Crime,29
10/22/2007,Robbery,16
10/22/2007,Theft,54
10/22/2007,Theft from Vehicle,29
10/22/2007,Theft of Vehicle,19
10/22/2007,Traffic,3
10/22/2007,Vehicle Recovery,1
10/22/2007,Weapons Offense,2
10/22/2008,Assault,99
10/22/2008,Breaking & Entering,44
10/22/2008,Disorder,3
10/22/2008,Drugs,28
10/22/2008,Family Offense,2
10/22/2008,Kidnapping,1
10/22/2008,Property Crime,43
10/22/2008,Robbery,7
10/22/2008,Theft,59
10/22/2008,Theft from Vehicle,29
10/22/2008,Theft of Vehicle,15
10/22/2008,Traffic,3
10/22/2008,Vehicle Recovery,2
10/22/2008,Weapons Offense,4
10/22/2009,Arson,1
10/22/2009,Assault,81
10/22/2009,Breaking & Entering,52
10/22/2009,Disorder,2
10/22/2009,Drugs,14
10/22/2009,Kidnapping,2
10/22/2009,Property Crime,31
10/22/2009,Robbery,8
10/22/2009,Theft,58
10/22/2009,Theft from Vehicle,24
10/22/2009,Theft of Vehicle,4
10/22/2009,Traffic,1
10/22/2009,Vehicle Recovery,3
10/22/2009,Weapons Offense,3
10/22/2010,Arson,1
10/22/2010,Assault,104
10/22/2010,Breaking & Entering,47
10/22/2010,Disorder,2
10/22/2010,Drugs,26
10/22/2010,Family Offense,2
10/22/2010,Kidnapping,1
10/22/2010,Property Crime,40
10/22/2010,Robbery,17
10/22/2010,Theft,54
10/22/2010,Theft from Vehicle,24
10/22/2010,Theft of Vehicle,7
10/22/2010,Traffic,6
10/22/2010,Vehicle Recovery,1
10/22/2010,Weapons Offense,5
10/22/2011,Arson,1
10/22/2011,Assault,83
10/22/2011,Breaking & Entering,25
10/22/2011,Disorder,2
10/22/2011,Drugs,17
10/22/2011,Property Crime,29
10/22/2011,Robbery,13
10/22/2011,Theft,50
10/22/2011,Theft from Vehicle,17
10/22/2011,Theft of Vehicle,11
10/22/2011,Traffic,7
10/22/2011,Vehicle Recovery,1
10/22/2011,Weapons Offense,8
10/22/2012,Arson,2
10/22/2012,Assault,101
10/22/2012,Breaking & Entering,35
10/22/2012,Disorder,4
10/22/2012,Drugs,16
10/22/2012,Homicide,2
10/22/2012,Kidnapping,1
10/22/2012,Liquor,1
10/22/2012,Property Crime,23
10/22/2012,Robbery,8
10/22/2012,Theft,65
10/22/2012,Theft from Vehicle,14
10/22/2012,Theft of Vehicle,10
10/22/2012,Traffic,1
10/22/2012,Vehicle Recovery,1
10/22/2012,Weapons Offense,9
10/22/2013,Arson,1
10/22/2013,Assault,74
10/22/2013,Breaking & Entering,47
10/22/2013,Disorder,2
10/22/2013,Drugs,16
10/22/2013,Family Offense,1
10/22/2013,Property Crime,28
10/22/2013,Robbery,8
10/22/2013,Theft,61
10/22/2013,Theft from Vehicle,13
10/22/2013,Theft of Vehicle,4
10/22/2013,Traffic,1
10/22/2013,Weapons Offense,6
10/22/2014,Arson,1
10/22/2014,Assault,74
10/22/2014,Breaking & Entering,38
10/22/2014,Disorder,5
10/22/2014,Drugs,15
10/22/2014,Family Offense,1
10/22/2014,Kidnapping,1
10/22/2014,Property Crime,30
10/22/2014,Robbery,8
10/22/2014,Theft,70
10/22/2014,Theft from Vehicle,17
10/22/2014,Theft of Vehicle,8
10/22/2014,Weapons Offense,3
10/22/2015,Assault,77
10/22/2015,Breaking & Entering,34
10/22/2015,Disorder,2
10/22/2015,Drugs,17
10/22/2015,Property Crime,21
10/22/2015,Robbery,6
10/22/2015,Theft,47
10/22/2015,Theft from Vehicle,22
10/22/2015,Theft of Vehicle,9
10/22/2015,Traffic,3
10/22/2015,Vehicle Recovery,2
10/22/2015,Weapons Offense,4
10/22/2016,Arson,1
10/22/2016,Assault,87
10/22/2016,Breaking & Entering,25
10/22/2016,Disorder,3
10/22/2016,Drugs,15
10/22/2016,Family Offense,1
10/22/2016,Property Crime,29
10/22/2016,Robbery,9
10/22/2016,Theft,59
10/22/2016,Theft from Vehicle,11
10/22/2016,Theft of Vehicle,7
10/22/2016,Traffic,2
10/22/2016,Vehicle Recovery,2
10/22/2016,Weapons Offense,2
10/22/2017,Arson,4
10/22/2017,Assault,63
10/22/2017,Breaking & Entering,8
10/22/2017,Disorder,4
10/22/2017,Drugs,11
10/22/2017,Liquor,1
10/22/2017,Property Crime,41
10/22/2017,Robbery,9
10/22/2017,Theft,41
10/22/2017,Theft from Vehicle,33
10/22/2017,Theft of Vehicle,12
10/22/2017,Traffic,4
10/22/2017,Vehicle Recovery,1
10/22/2017,Weapons Offense,2
10/22/2018,Arson,2
10/22/2018,Assault,71
10/22/2018,Breaking & Entering,19
10/22/2018,Disorder,4
10/22/2018,Drugs,11
10/22/2018,Liquor,2
10/22/2018,Property Crime,31
10/22/2018,Robbery,13
10/22/2018,Theft,61
10/22/2018,Theft from Vehicle,27
10/22/2018,Theft of Vehicle,13
10/22/2018,Traffic,1
10/22/2018,Vehicle Recovery,1
10/22/2018,Weapons Offense,1
10/22/2019,Assault,54
10/22/2019,Breaking & Entering,24
10/22/2019,Disorder,8
10/22/2019,Drugs,14
10/22/2019,Homicide,1
10/22/2019,Kidnapping,1
10/22/2019,Property Crime,36
10/22/2019,Robbery,7
10/22/2019,Theft,61
10/22/2019,Theft from Vehicle,20
10/22/2019,Theft of Vehicle,8
10/22/2019,Vehicle Recovery,1
10/22/2019,Weapons Offense,6
10/22/2020,Assault,80
10/22/2020,Breaking & Entering,12
10/22/2020,Disorder,7
10/22/2020,Drugs,16
10/22/2020,Family Offense,1
10/22/2020,Homicide,1
10/22/2020,Liquor,1
10/22/2020,Property Crime,32
10/22/2020,Robbery,4
10/22/2020,Theft,54
10/22/2020,Theft from Vehicle,15
10/22/2020,Theft of Vehicle,6
10/22/2020,Vehicle Recovery,1
10/22/2020,Weapons Offense,10
10/22/2021,Assault,87
10/22/2021,Breaking & Entering,23
10/22/2021,Disorder,6
10/22/2021,Drugs,8
10/22/2021,Family Offense,1
10/22/2021,Homicide,1
10/22/2021,Kidnapping,1
10/22/2021,Property Crime,43
10/22/2021,Robbery,1
10/22/2021,Theft,50
10/22/2021,Theft from Vehicle,20
10/22/2021,Theft of Vehicle,13
10/22/2021,Traffic,1
10/22/2021,Vehicle Recovery,1
10/22/2021,Weapons Offense,11
10/22/2022,Arson,2
10/22/2022,Assault,77
10/22/2022,Breaking & Entering,13
10/22/2022,Disorder,4
10/22/2022,Drugs,4
10/22/2022,Property Crime,57
10/22/2022,Robbery,9
10/22/2022,Theft,40
10/22/2022,Theft from Vehicle,30
10/22/2022,Theft of Vehicle,46
10/22/2022,Traffic,2
10/22/2022,Vehicle Recovery,6
10/22/2022,Weapons Offense,8
10/23/2004,Theft,1
10/23/2004,Theft from Vehicle,1
10/23/2005,Breaking & Entering,1
10/23/2006,Arson,1
10/23/2006,Assault,76
10/23/2006,Breaking & Entering,46
10/23/2006,Disorder,1
10/23/2006,Drugs,13
10/23/2006,Family Offense,2
10/23/2006,Kidnapping,1
10/23/2006,Property Crime,53
10/23/2006,Robbery,15
10/23/2006,Theft,43
10/23/2006,Theft from Vehicle,31
10/23/2006,Theft of Vehicle,21
10/23/2006,Vehicle Recovery,3
10/23/2006,Weapons Offense,1
10/23/2007,Assault,76
10/23/2007,Breaking & Entering,65
10/23/2007,Drugs,8
10/23/2007,Kidnapping,1
10/23/2007,Property Crime,39
10/23/2007,Robbery,13
10/23/2007,Theft,66
10/23/2007,Theft from Vehicle,27
10/23/2007,Theft of Vehicle,20
10/23/2007,Traffic,1
10/23/2007,Vehicle Recovery,1
10/23/2007,Weapons Offense,2
10/23/2008,Arson,1
10/23/2008,Assault,60
10/23/2008,Breaking & Entering,73
10/23/2008,Drugs,12
10/23/2008,Family Offense,2
10/23/2008,Homicide,2
10/23/2008,Property Crime,32
10/23/2008,Robbery,12
10/23/2008,Theft,64
10/23/2008,Theft from Vehicle,39
10/23/2008,Theft of Vehicle,13
10/23/2008,Traffic,4
10/23/2008,Weapons Offense,3
10/23/2009,Arson,1
10/23/2009,Assault,81
10/23/2009,Breaking & Entering,51
10/23/2009,Disorder,1
10/23/2009,Drugs,16
10/23/2009,Liquor,1
10/23/2009,Property Crime,36
10/23/2009,Robbery,17
10/23/2009,Theft,67
10/23/2009,Theft from Vehicle,28
10/23/2009,Theft of Vehicle,21
10/23/2009,Traffic,3
10/23/2009,Weapons Offense,3
10/23/2010,Assault,93
10/23/2010,Breaking & Entering,26
10/23/2010,Disorder,3
10/23/2010,Drugs,22
10/23/2010,Property Crime,29
10/23/2010,Robbery,8
10/23/2010,Theft,59
10/23/2010,Theft from Vehicle,26
10/23/2010,Theft of Vehicle,9
10/23/2010,Traffic,4
10/23/2010,Vehicle Recovery,1
10/23/2010,Weapons Offense,3
10/23/2011,Assault,79
10/23/2011,Breaking & Entering,32
10/23/2011,Disorder,2
10/23/2011,Drugs,21
10/23/2011,Family Offense,1
10/23/2011,Homicide,2
10/23/2011,Property Crime,40
10/23/2011,Robbery,9
10/23/2011,Theft,40
10/23/2011,Theft from Vehicle,14
10/23/2011,Theft of Vehicle,12
10/23/2011,Traffic,3
10/23/2011,Vehicle Recovery,1
10/23/2011,Weapons Offense,7
10/23/2012,Arson,3
10/23/2012,Assault,105
10/23/2012,Breaking & Entering,35
10/23/2012,Disorder,5
10/23/2012,Drugs,20
10/23/2012,Family Offense,1
10/23/2012,Homicide,1
10/23/2012,Property Crime,42
10/23/2012,Robbery,10
10/23/2012,Theft,68
10/23/2012,Theft from Vehicle,7
10/23/2012,Theft of Vehicle,9
10/23/2012,Traffic,1
10/23/2012,Weapons Offense,8
10/23/2013,Assault,74
10/23/2013,Breaking & Entering,38
10/23/2013,Disorder,4
10/23/2013,Drugs,19
10/23/2013,Family Offense,1
10/23/2013,Liquor,1
10/23/2013,Property Crime,29
10/23/2013,Robbery,11
10/23/2013,Theft,60
10/23/2013,Theft from Vehicle,20
10/23/2013,Theft of Vehicle,6
10/23/2013,Traffic,1
10/23/2013,Vehicle Recovery,1
10/23/2013,Weapons Offense,2
10/23/2014,Assault,72
10/23/2014,Breaking & Entering,26
10/23/2014,Disorder,2
10/23/2014,Drugs,11
10/23/2014,Family Offense,2
10/23/2014,Kidnapping,1
10/23/2014,Property Crime,25
10/23/2014,Robbery,10
10/23/2014,Theft,54
10/23/2014,Theft from Vehicle,19
10/23/2014,Theft of Vehicle,9
10/23/2014,Traffic,1
10/23/2014,Vehicle Recovery,1
10/23/2014,Weapons Offense,6
10/23/2015,Arson,1
10/23/2015,Assault,81
10/23/2015,Breaking & Entering,45
10/23/2015,Disorder,7
10/23/2015,Drugs,24
10/23/2015,Family Offense,3
10/23/2015,Kidnapping,1
10/23/2015,Property Crime,27
10/23/2015,Robbery,10
10/23/2015,Theft,57
10/23/2015,Theft from Vehicle,14
10/23/2015,Theft of Vehicle,11
10/23/2015,Traffic,1
10/23/2015,Vehicle Recovery,3
10/23/2015,Weapons Offense,4
10/23/2016,Arson,2
10/23/2016,Assault,91
10/23/2016,Breaking & Entering,20
10/23/2016,Disorder,2
10/23/2016,Drugs,7
10/23/2016,Family Offense,4
10/23/2016,Homicide,2
10/23/2016,Kidnapping,1
10/23/2016,Property Crime,38
10/23/2016,Robbery,11
10/23/2016,Theft,50
10/23/2016,Theft from Vehicle,22
10/23/2016,Theft of Vehicle,7
10/23/2016,Traffic,5
10/23/2016,Vehicle Recovery,1
10/23/2016,Weapons Offense,1
10/23/2017,Assault,82
10/23/2017,Breaking & Entering,31
10/23/2017,Disorder,6
10/23/2017,Drugs,15
10/23/2017,Family Offense,3
10/23/2017,Homicide,1
10/23/2017,Liquor,1
10/23/2017,Property Crime,34
10/23/2017,Robbery,12
10/23/2017,Theft,63
10/23/2017,Theft from Vehicle,20
10/23/2017,Theft of Vehicle,13
10/23/2017,Traffic,2
10/23/2017,Vehicle Recovery,2
10/23/2017,Weapons Offense,1
10/23/2018,Assault,81
10/23/2018,Breaking & Entering,25
10/23/2018,Disorder,5
10/23/2018,Drugs,18
10/23/2018,Family Offense,1
10/23/2018,Homicide,2
10/23/2018,Property Crime,27
10/23/2018,Robbery,14
10/23/2018,Theft,73
10/23/2018,Theft from Vehicle,46
10/23/2018,Theft of Vehicle,12
10/23/2018,Traffic,2
10/23/2018,Vehicle Recovery,1
10/23/2018,Weapons Offense,3
10/23/2019,Arson,1
10/23/2019,Assault,66
10/23/2019,Breaking & Entering,21
10/23/2019,Disorder,8
10/23/2019,Drugs,15
10/23/2019,Family Offense,1
10/23/2019,Property Crime,31
10/23/2019,Robbery,7
10/23/2019,Theft,48
10/23/2019,Theft from Vehicle,13
10/23/2019,Theft of Vehicle,13
10/23/2019,Traffic,1
10/23/2019,Vehicle Recovery,1
10/23/2019,Weapons Offense,3
10/23/2020,Assault,82
10/23/2020,Breaking & Entering,21
10/23/2020,Disorder,3
10/23/2020,Drugs,26
10/23/2020,Family Offense,1
10/23/2020,Homicide,1
10/23/2020,Property Crime,54
10/23/2020,Robbery,10
10/23/2020,Theft,55
10/23/2020,Theft from Vehicle,20
10/23/2020,Theft of Vehicle,7
10/23/2020,Traffic,3
10/23/2020,Vehicle Recovery,1
10/23/2020,Weapons Offense,10
10/23/2021,Arson,2
10/23/2021,Assault,87
10/23/2021,Breaking & Entering,17
10/23/2021,Disorder,3
10/23/2021,Drugs,12
10/23/2021,Family Offense,1
10/23/2021,Homicide,1
10/23/2021,Kidnapping,1
10/23/2021,Property Crime,42
10/23/2021,Robbery,5
10/23/2021,Theft,39
10/23/2021,Theft from Vehicle,23
10/23/2021,Theft of Vehicle,16
10/23/2021,Traffic,1
10/23/2021,Vehicle Recovery,2
10/23/2021,Weapons Offense,13
10/23/2022,Assault,75
10/23/2022,Breaking & Entering,25
10/23/2022,Disorder,2
10/23/2022,Drugs,7
10/23/2022,Property Crime,38
10/23/2022,Robbery,10
10/23/2022,Theft,54
10/23/2022,Theft from Vehicle,20
10/23/2022,Theft of Vehicle,38
10/23/2022,Traffic,1
10/23/2022,Vehicle Recovery,6
10/23/2022,Weapons Offense,5
10/24/2001,Theft,2
10/24/2003,Theft,1
10/24/2005,Disorder,1
10/24/2005,Property Crime,2
10/24/2006,Assault,77
10/24/2006,Breaking & Entering,55
10/24/2006,Disorder,2
10/24/2006,Drugs,25
10/24/2006,Property Crime,47
10/24/2006,Robbery,10
10/24/2006,Theft,70
10/24/2006,Theft from Vehicle,28
10/24/2006,Theft of Vehicle,28
10/24/2007,Arson,3
10/24/2007,Assault,78
10/24/2007,Breaking & Entering,51
10/24/2007,Disorder,3
10/24/2007,Drugs,20
10/24/2007,Property Crime,34
10/24/2007,Robbery,12
10/24/2007,Theft,64
10/24/2007,Theft from Vehicle,28
10/24/2007,Theft of Vehicle,14
10/24/2007,Vehicle Recovery,1
10/24/2007,Weapons Offense,3
10/24/2008,Arson,2
10/24/2008,Assault,78
10/24/2008,Breaking & Entering,65
10/24/2008,Disorder,3
10/24/2008,Drugs,21
10/24/2008,Property Crime,35
10/24/2008,Robbery,14
10/24/2008,Theft,73
10/24/2008,Theft from Vehicle,21
10/24/2008,Theft of Vehicle,18
10/24/2008,Traffic,2
10/24/2008,Vehicle Recovery,1
10/24/2008,Weapons Offense,3
10/24/2009,Arson,1
10/24/2009,Assault,123
10/24/2009,Breaking & Entering,27
10/24/2009,Disorder,2
10/24/2009,Drugs,15
10/24/2009,Liquor,1
10/24/2009,Property Crime,49
10/24/2009,Robbery,9
10/24/2009,Theft,72
10/24/2009,Theft from Vehicle,24
10/24/2009,Theft of Vehicle,15
10/24/2009,Traffic,11
10/24/2009,Weapons Offense,2
10/24/2010,Arson,2
10/24/2010,Assault,68
10/24/2010,Breaking & Entering,27
10/24/2010,Disorder,1
10/24/2010,Drugs,13
10/24/2010,Family Offense,1
10/24/2010,Property Crime,25
10/24/2010,Robbery,7
10/24/2010,Theft,47
10/24/2010,Theft from Vehicle,12
10/24/2010,Theft of Vehicle,8
10/24/2010,Traffic,5
10/24/2010,Weapons Offense,3
10/24/2011,Arson,2
10/24/2011,Assault,82
10/24/2011,Breaking & Entering,43
10/24/2011,Disorder,3
10/24/2011,Drugs,20
10/24/2011,Family Offense,1
10/24/2011,Homicide,1
10/24/2011,Kidnapping,1
10/24/2011,Property Crime,26
10/24/2011,Robbery,9
10/24/2011,Theft,61
10/24/2011,Theft from Vehicle,23
10/24/2011,Theft of Vehicle,8
10/24/2011,Traffic,3
10/24/2011,Vehicle Recovery,1
10/24/2011,Weapons Offense,1
10/24/2012,Arson,1
10/24/2012,Assault,93
10/24/2012,Breaking & Entering,40
10/24/2012,Disorder,2
10/24/2012,Drugs,30
10/24/2012,Kidnapping,1
10/24/2012,Liquor,1
10/24/2012,Property Crime,38
10/24/2012,Robbery,11
10/24/2012,Theft,69
10/24/2012,Theft from Vehicle,16
10/24/2012,Theft of Vehicle,9
10/24/2012,Traffic,1
10/24/2012,Weapons Offense,2
10/24/2013,Assault,75
10/24/2013,Breaking & Entering,34
10/24/2013,Disorder,3
10/24/2013,Drugs,20
10/24/2013,Family Offense,1
10/24/2013,Homicide,1
10/24/2013,Property Crime,27
10/24/2013,Robbery,10
10/24/2013,Theft,62
10/24/2013,Theft from Vehicle,24
10/24/2013,Theft of Vehicle,5
10/24/2013,Traffic,2
10/24/2013,Vehicle Recovery,2
10/24/2013,Weapons Offense,2
10/24/2014,Assault,69
10/24/2014,Breaking & Entering,29
10/24/2014,Disorder,5
10/24/2014,Drugs,11
10/24/2014,Homicide,1
10/24/2014,Kidnapping,2
10/24/2014,Liquor,1
10/24/2014,Property Crime,38
10/24/2014,Robbery,10
10/24/2014,Theft,56
10/24/2014,Theft from Vehicle,14
10/24/2014,Theft of Vehicle,7
10/24/2014,Traffic,1
10/24/2014,Vehicle Recovery,1
10/24/2014,Weapons Offense,1
10/24/2015,Assault,79
10/24/2015,Breaking & Entering,20
10/24/2015,Disorder,1
10/24/2015,Drugs,6
10/24/2015,Kidnapping,1
10/24/2015,Property Crime,37
10/24/2015,Robbery,6
10/24/2015,Theft,54
10/24/2015,Theft from Vehicle,13
10/24/2015,Theft of Vehicle,13
10/24/2015,Traffic,2
10/24/2015,Vehicle Recovery,1
10/24/2015,Weapons Offense,3
10/24/2016,Arson,1
10/24/2016,Assault,90
10/24/2016,Breaking & Entering,35
10/24/2016,Disorder,1
10/24/2016,Drugs,17
10/24/2016,Homicide,1
10/24/2016,Property Crime,34
10/24/2016,Robbery,11
10/24/2016,Theft,59
10/24/2016,Theft from Vehicle,22
10/24/2016,Theft of Vehicle,13
10/24/2016,Traffic,2
10/24/2016,Vehicle Recovery,2
10/24/2016,Weapons Offense,5
10/24/2017,Arson,1
10/24/2017,Assault,76
10/24/2017,Breaking & Entering,23
10/24/2017,Disorder,7
10/24/2017,Drugs,10
10/24/2017,Family Offense,1
10/24/2017,Homicide,1
10/24/2017,Kidnapping,1
10/24/2017,Liquor,1
10/24/2017,Property Crime,27
10/24/2017,Robbery,8
10/24/2017,Theft,64
10/24/2017,Theft from Vehicle,22
10/24/2017,Theft of Vehicle,8
10/24/2017,Weapons Offense,5
10/24/2018,Assault,78
10/24/2018,Breaking & Entering,21
10/24/2018,Disorder,10
10/24/2018,Drugs,27
10/24/2018,Family Offense,3
10/24/2018,Homicide,1
10/24/2018,Property Crime,30
10/24/2018,Robbery,7
10/24/2018,Theft,77
10/24/2018,Theft from Vehicle,26
10/24/2018,Theft of Vehicle,9
10/24/2018,Traffic,4
10/24/2018,Vehicle Recovery,2
10/24/2018,Weapons Offense,4
10/24/2019,Assault,62
10/24/2019,Breaking & Entering,15
10/24/2019,Disorder,5
10/24/2019,Drugs,13
10/24/2019,Family Offense,3
10/24/2019,Property Crime,26
10/24/2019,Robbery,9
10/24/2019,Theft,65
10/24/2019,Theft from Vehicle,13
10/24/2019,Theft of Vehicle,10
10/24/2019,Traffic,1
10/24/2019,Weapons Offense,4
10/24/2020,Arson,2
10/24/2020,Assault,70
10/24/2020,Breaking & Entering,12
10/24/2020,Drugs,16
10/24/2020,Family Offense,1
10/24/2020,Homicide,1
10/24/2020,Kidnapping,1
10/24/2020,Liquor,2
10/24/2020,Property Crime,34
10/24/2020,Robbery,7
10/24/2020,Theft,48
10/24/2020,Theft from Vehicle,28
10/24/2020,Theft of Vehicle,19
10/24/2020,Traffic,5
10/24/2020,Vehicle Recovery,3
10/24/2020,Weapons Offense,9
10/24/2021,Assault,84
10/24/2021,Breaking & Entering,18
10/24/2021,Disorder,5
10/24/2021,Drugs,8
10/24/2021,Family Offense,2
10/24/2021,Liquor,1
10/24/2021,Property Crime,47
10/24/2021,Robbery,2
10/24/2021,Theft,42
10/24/2021,Theft from Vehicle,32
10/24/2021,Theft of Vehicle,19
10/24/2021,Traffic,2
10/24/2021,Vehicle Recovery,2
10/24/2021,Weapons Offense,10
10/24/2022,Assault,95
10/24/2022,Breaking & Entering,20
10/24/2022,Disorder,5
10/24/2022,Drugs,18
10/24/2022,Family Offense,1
10/24/2022,Homicide,1
10/24/2022,Kidnapping,2
10/24/2022,Liquor,2
10/24/2022,Property Crime,47
10/24/2022,Robbery,3
10/24/2022,Theft,61
10/24/2022,Theft from Vehicle,14
10/24/2022,Theft of Vehicle,46
10/24/2022,Traffic,4
10/24/2022,Vehicle Recovery,2
10/24/2022,Weapons Offense,9
10/25/2004,Theft,1
10/25/2005,Drugs,1
10/25/2005,Property Crime,1
10/25/2005,Theft,2
10/25/2006,Arson,1
10/25/2006,Assault,55
10/25/2006,Breaking & Entering,47
10/25/2006,Disorder,1
10/25/2006,Drugs,19
10/25/2006,Family Offense,1
10/25/2006,Property Crime,28
10/25/2006,Robbery,13
10/25/2006,Theft,53
10/25/2006,Theft from Vehicle,20
10/25/2006,Theft of Vehicle,25
10/25/2006,Traffic,1
10/25/2006,Vehicle Recovery,1
10/25/2006,Weapons Offense,1
10/25/2007,Arson,2
10/25/2007,Assault,87
10/25/2007,Breaking & Entering,30
10/25/2007,Drugs,14
10/25/2007,Homicide,1
10/25/2007,Kidnapping,2
10/25/2007,Property Crime,27
10/25/2007,Robbery,7
10/25/2007,Theft,56
10/25/2007,Theft from Vehicle,39
10/25/2007,Theft of Vehicle,12
10/25/2007,Weapons Offense,5
10/25/2008,Arson,1
10/25/2008,Assault,93
10/25/2008,Breaking & Entering,31
10/25/2008,Disorder,4
10/25/2008,Drugs,17
10/25/2008,Family Offense,1
10/25/2008,Property Crime,51
10/25/2008,Robbery,20
10/25/2008,Theft,62
10/25/2008,Theft from Vehicle,29
10/25/2008,Theft of Vehicle,13
10/25/2008,Traffic,9
10/25/2008,Weapons Offense,4
10/25/2009,Assault,95
10/25/2009,Breaking & Entering,39
10/25/2009,Drugs,10
10/25/2009,Family Offense,2
10/25/2009,Kidnapping,1
10/25/2009,Liquor,1
10/25/2009,Property Crime,27
10/25/2009,Robbery,11
10/25/2009,Theft,57
10/25/2009,Theft from Vehicle,22
10/25/2009,Theft of Vehicle,10
10/25/2009,Traffic,3
10/25/2009,Weapons Offense,2
10/25/2010,Assault,94
10/25/2010,Breaking & Entering,56
10/25/2010,Disorder,5
10/25/2010,Drugs,12
10/25/2010,Family Offense,1
10/25/2010,Kidnapping,1
10/25/2010,Property Crime,33
10/25/2010,Robbery,7
10/25/2010,Theft,69
10/25/2010,Theft from Vehicle,14
10/25/2010,Theft of Vehicle,16
10/25/2010,Traffic,1
10/25/2010,Weapons Offense,4
10/25/2011,Arson,1
10/25/2011,Assault,82
10/25/2011,Breaking & Entering,44
10/25/2011,Disorder,8
10/25/2011,Drugs,26
10/25/2011,Family Offense,2
10/25/2011,Kidnapping,1
10/25/2011,Property Crime,35
10/25/2011,Robbery,13
10/25/2011,Theft,65
10/25/2011,Theft from Vehicle,14
10/25/2011,Theft of Vehicle,7
10/25/2011,Traffic,3
10/25/2011,Vehicle Recovery,2
10/25/2011,Weapons Offense,3
10/25/2012,Assault,89
10/25/2012,Breaking & Entering,40
10/25/2012,Disorder,7
10/25/2012,Drugs,26
10/25/2012,Family Offense,2
10/25/2012,Homicide,1
10/25/2012,Kidnapping,1
10/25/2012,Property Crime,28
10/25/2012,Robbery,8
10/25/2012,Theft,83
10/25/2012,Theft from Vehicle,16
10/25/2012,Theft of Vehicle,4
10/25/2012,Traffic,2
10/25/2012,Weapons Offense,4
10/25/2013,Arson,4
10/25/2013,Assault,84
10/25/2013,Breaking & Entering,38
10/25/2013,Disorder,7
10/25/2013,Drugs,25
10/25/2013,Family Offense,3
10/25/2013,Kidnapping,1
10/25/2013,Property Crime,40
10/25/2013,Robbery,5
10/25/2013,Theft,58
10/25/2013,Theft from Vehicle,19
10/25/2013,Theft of Vehicle,13
10/25/2013,Traffic,3
10/25/2013,Vehicle Recovery,1
10/25/2013,Weapons Offense,8
10/25/2014,Assault,84
10/25/2014,Breaking & Entering,25
10/25/2014,Disorder,3
10/25/2014,Drugs,4
10/25/2014,Family Offense,2
10/25/2014,Property Crime,32
10/25/2014,Robbery,12
10/25/2014,Theft,71
10/25/2014,Theft from Vehicle,31
10/25/2014,Theft of Vehicle,8
10/25/2014,Traffic,1
10/25/2014,Vehicle Recovery,2
10/25/2014,Weapons Offense,1
10/25/2015,Assault,56
10/25/2015,Breaking & Entering,21
10/25/2015,Disorder,1
10/25/2015,Drugs,4
10/25/2015,Property Crime,30
10/25/2015,Robbery,6
10/25/2015,Theft,54
10/25/2015,Theft from Vehicle,14
10/25/2015,Theft of Vehicle,7
10/25/2015,Traffic,2
10/25/2015,Vehicle Recovery,2
10/25/2015,Weapons Offense,2
10/25/2016,Arson,1
10/25/2016,Assault,85
10/25/2016,Breaking & Entering,28
10/25/2016,Disorder,3
10/25/2016,Drugs,26
10/25/2016,Family Offense,1
10/25/2016,Kidnapping,1
10/25/2016,Property Crime,44
10/25/2016,Robbery,6
10/25/2016,Theft,68
10/25/2016,Theft from Vehicle,23
10/25/2016,Theft of Vehicle,8
10/25/2016,Traffic,3
10/25/2016,Weapons Offense,3
10/25/2017,Assault,62
10/25/2017,Breaking & Entering,20
10/25/2017,Disorder,5
10/25/2017,Drugs,18
10/25/2017,Family Offense,1
10/25/2017,Homicide,3
10/25/2017,Kidnapping,2
10/25/2017,Property Crime,31
10/25/2017,Robbery,10
10/25/2017,Theft,60
10/25/2017,Theft from Vehicle,21
10/25/2017,Theft of Vehicle,9
10/25/2017,Traffic,2
10/25/2017,Weapons Offense,2
